id,first_active_month,reward_program,cardholder_fico_score,cardholder_fico_range,cardholder_age
C_ID_7515a4ff58,2017-08,cash_back,653,fair,88
C_ID_75168a3a4f,2016-08,dining_entertainment,562,bad,63
C_ID_7516bd59b0,2016-12,dining_entertainment,507,bad,18
C_ID_75184fee7d,2017-07,cash_back,429,bad,24
C_ID_7518f68fbc,2017-09,cash_back,430,bad,100
C_ID_75193eb2bf,2017-07,dining_entertainment,407,bad,27
C_ID_751af9d8f4,2016-07,travel,544,bad,81
C_ID_751e8e5606,2016-01,travel,390,bad,26
C_ID_751f95b152,2017-11,dining_entertainment,403,bad,23
C_ID_75204185ee,2017-11,dining_entertainment,613,bad,62
C_ID_752180ced7,2017-08,cash_back,832,excellent,46
C_ID_75227f4a2c,2016-05,dining_entertainment,404,bad,34
C_ID_7524861bce,2017-12,dining_entertainment,571,bad,50
C_ID_75254428c6,2016-08,cash_back,510,bad,65
C_ID_7526ebbc06,2016-08,cash_back,626,bad,45
C_ID_752754199c,2017-07,cash_back,569,bad,95
C_ID_7529440b74,2017-09,cash_back,668,fair,62
C_ID_7529e346bd,2017-06,cash_back,632,fair,82
C_ID_752a9461bc,2016-04,dining_entertainment,623,bad,96
C_ID_752ac46011,2017-03,cash_back,455,bad,37
C_ID_752ae94849,2014-07,cash_back,586,bad,51
C_ID_752d3da5de,2016-11,travel,397,bad,52
C_ID_752db651b0,2017-07,travel,470,bad,19
C_ID_752e2f7bf1,2016-03,cash_back,472,bad,75
C_ID_752f2978bb,2016-12,dining_entertainment,634,fair,90
C_ID_752f8fedfd,2017-05,cash_back,477,bad,26
C_ID_752fc0cc17,2017-11,cash_back,806,excellent,61
C_ID_75304f023b,2016-10,cash_back,324,bad,25
C_ID_7534749ae1,2017-03,cash_back,597,bad,57
C_ID_753579773b,2017-10,cash_back,463,bad,39
C_ID_75363ea925,2017-03,travel,820,excellent,31
C_ID_7536d31ca5,2017-04,cash_back,575,bad,33
C_ID_75395a87bf,2017-09,cash_back,765,excellent,33
C_ID_753d1f6556,2016-09,travel,427,bad,47
C_ID_753dac7de0,2016-08,cash_back,548,bad,30
C_ID_753e06ed7f,2017-03,cash_back,484,bad,31
C_ID_753fbdf678,2016-07,dining_entertainment,789,excellent,64
C_ID_754021f3dc,2017-01,cash_back,790,excellent,70
C_ID_7540b045cf,2017-07,dining_entertainment,496,bad,78
C_ID_7542613d65,2015-07,cash_back,652,fair,46
C_ID_754267383d,2017-10,travel,683,fair,77
C_ID_7544bd4a21,2017-07,travel,667,fair,21
C_ID_7547b876d1,2017-04,cash_back,330,bad,35
C_ID_7548678803,2017-11,cash_back,506,bad,90
C_ID_7548d256f1,2017-07,cash_back,826,excellent,20
C_ID_754b5158f9,2017-06,cash_back,646,fair,31
C_ID_754c5dc0f4,2016-05,dining_entertainment,754,excellent,52
C_ID_754da6a232,2017-05,travel,731,excellent,36
C_ID_754fad5f7c,2017-08,cash_back,797,excellent,79
C_ID_7553840231,2017-10,cash_back,584,bad,100
C_ID_755576930c,2016-09,dining_entertainment,726,excellent,60
C_ID_755796bf32,2017-06,dining_entertainment,668,fair,72
C_ID_755854cb76,2017-11,dining_entertainment,599,bad,53
C_ID_755aa7d757,2016-04,cash_back,647,fair,59
C_ID_755c730c58,2016-12,dining_entertainment,750,excellent,64
C_ID_755dfccf63,2017-05,cash_back,562,bad,85
C_ID_7563520f59,2014-07,cash_back,780,excellent,26
C_ID_7566a7dade,2017-10,travel,680,fair,87
C_ID_7566ebac13,2017-09,cash_back,385,bad,61
C_ID_75671e307f,2014-11,cash_back,586,bad,22
C_ID_7569ed7a9e,2016-02,travel,736,excellent,76
C_ID_756a0fa991,2017-08,cash_back,826,excellent,31
C_ID_756c3f825f,2017-02,dining_entertainment,372,bad,83
C_ID_756c5e3732,2017-01,cash_back,557,bad,22
C_ID_756d41a5ef,2017-09,cash_back,365,bad,29
C_ID_756dad73fc,2015-12,dining_entertainment,640,fair,96
C_ID_7571d12b03,2017-05,travel,651,fair,23
C_ID_75728eab09,2017-02,cash_back,474,bad,48
C_ID_75729c673c,2017-10,cash_back,781,excellent,35
C_ID_757389449e,2017-06,cash_back,665,fair,51
C_ID_7573c55dd6,2017-05,cash_back,596,bad,88
C_ID_7574f429b7,2017-04,cash_back,390,bad,80
C_ID_7577a27f8b,2017-11,travel,685,fair,56
C_ID_757bc9b7ff,2016-12,cash_back,627,bad,67
C_ID_757becb5c5,2014-12,cash_back,447,bad,46
C_ID_757d48302d,2016-09,cash_back,657,fair,35
C_ID_757ddb0096,2017-09,cash_back,762,excellent,22
C_ID_757e42b1aa,2015-08,cash_back,818,excellent,50
C_ID_757febf525,2017-10,cash_back,369,bad,80
C_ID_75809a1baf,2016-03,cash_back,439,bad,85
C_ID_75818be7f2,2016-11,cash_back,836,excellent,56
C_ID_75826a8151,2015-10,cash_back,406,bad,71
C_ID_7582b4e9b7,2017-08,dining_entertainment,522,bad,35
C_ID_7588249101,2017-04,travel,375,bad,23
C_ID_75891f726a,2015-12,cash_back,506,bad,30
C_ID_758f5d6cfd,2016-12,travel,383,bad,73
C_ID_758f962e1e,2017-04,cash_back,752,excellent,28
C_ID_759120c2ca,2016-11,dining_entertainment,781,excellent,49
C_ID_75921b7a3f,2016-09,cash_back,842,excellent,28
C_ID_759301a424,2017-10,cash_back,628,bad,73
C_ID_75946511c9,2017-03,travel,549,bad,24
C_ID_75967026bf,2017-05,cash_back,420,bad,63
C_ID_75969d1d7f,2017-03,cash_back,769,excellent,68
C_ID_759843ee57,2016-01,cash_back,565,bad,43
C_ID_7598c84def,2017-09,cash_back,759,excellent,94
C_ID_759bd635bc,2017-01,cash_back,421,bad,52
C_ID_75a1e3ea67,2017-10,travel,538,bad,61
C_ID_75a2848918,2015-12,cash_back,533,bad,96
C_ID_75a5e25941,2017-03,travel,836,excellent,35
C_ID_75a6f488cd,2016-02,cash_back,320,bad,78
C_ID_75a72eb517,2015-08,cash_back,656,fair,51
C_ID_75a7f6cfd4,2017-10,cash_back,337,bad,47
C_ID_75a9c3a171,2017-08,travel,762,excellent,57
C_ID_75ab148826,2017-09,dining_entertainment,628,bad,46
C_ID_75ab156e3f,2017-12,travel,788,excellent,55
C_ID_75ab9682a6,2017-06,cash_back,452,bad,97
C_ID_75ac367e20,2017-05,cash_back,584,bad,34
C_ID_75ac450725,2016-02,travel,339,bad,80
C_ID_75ad1be244,2016-11,cash_back,379,bad,54
C_ID_75b0d65ca0,2015-04,travel,582,bad,20
C_ID_75b143aeb4,2015-12,cash_back,711,good,26
C_ID_75b39d2b13,2017-09,travel,529,bad,72
C_ID_75b3b1f1fa,2017-03,dining_entertainment,514,bad,96
C_ID_75b690110c,2017-11,cash_back,476,bad,34
C_ID_75b837a198,2017-03,travel,532,bad,79
C_ID_75bacedd18,2017-10,cash_back,783,excellent,43
C_ID_75bd9286e2,2017-08,travel,340,bad,38
C_ID_75be1487b9,2016-04,dining_entertainment,626,bad,88
C_ID_75bef22b57,2017-10,cash_back,338,bad,56
C_ID_75c2f94c77,2017-10,dining_entertainment,794,excellent,35
C_ID_75c31bbd26,2016-07,dining_entertainment,771,excellent,19
C_ID_75c59f5807,2017-08,cash_back,743,excellent,39
C_ID_75c5ab952c,2016-07,cash_back,592,bad,30
C_ID_75c61c733e,2016-07,cash_back,806,excellent,59
C_ID_75c6d7a382,2016-06,cash_back,318,bad,72
C_ID_75c80e664e,2017-08,cash_back,415,bad,45
C_ID_75c820ceba,2017-02,cash_back,365,bad,37
C_ID_75cac8edef,2017-10,travel,643,fair,97
C_ID_75cb64895a,2016-01,travel,658,fair,25
C_ID_75ce0bb230,2016-12,dining_entertainment,699,good,34
C_ID_75d0d6fdf5,2017-09,cash_back,491,bad,50
C_ID_75d1b5a2a3,2014-06,travel,756,excellent,42
C_ID_75d6b2033a,2017-12,cash_back,636,fair,21
C_ID_75d78ffbea,2016-08,dining_entertainment,549,bad,89
C_ID_75d820a7da,2017-05,travel,761,excellent,46
C_ID_75da1a563c,2017-11,travel,347,bad,49
C_ID_75db083aa8,2016-11,cash_back,638,fair,22
C_ID_75dc669ae3,2017-09,cash_back,443,bad,53
C_ID_75df3b24bb,2017-10,travel,514,bad,18
C_ID_75e15b31ac,2017-07,cash_back,685,fair,30
C_ID_75e1c23872,2017-02,dining_entertainment,369,bad,31
C_ID_75e2261e1f,2015-07,dining_entertainment,599,bad,63
C_ID_75e3a0eb8a,2017-01,cash_back,691,good,92
C_ID_75e441aba5,2017-12,cash_back,664,fair,34
C_ID_75e476c509,2017-12,cash_back,631,fair,69
C_ID_75e47e342e,2016-11,cash_back,370,bad,79
C_ID_75e685a479,2017-06,cash_back,804,excellent,23
C_ID_75e74f55b7,2017-10,dining_entertainment,327,bad,61
C_ID_75e8916fc3,2016-12,cash_back,778,excellent,54
C_ID_75e911b613,2016-04,travel,301,bad,19
C_ID_75ebe22182,2016-09,dining_entertainment,803,excellent,19
C_ID_75f0478f67,2015-07,cash_back,831,excellent,27
C_ID_75f1515e41,2017-04,cash_back,318,bad,39
C_ID_75f16bb47d,2015-12,cash_back,667,fair,31
C_ID_75f1afa286,2014-05,cash_back,553,bad,68
C_ID_75f4190f3c,2017-06,cash_back,537,bad,37
C_ID_75f7396910,2017-04,dining_entertainment,522,bad,40
C_ID_75fbe6d133,2016-05,cash_back,472,bad,45
C_ID_75fca4dd82,2017-02,dining_entertainment,509,bad,54
C_ID_7600ff096f,2016-05,dining_entertainment,626,bad,28
C_ID_76022d9100,2016-07,cash_back,462,bad,42
C_ID_760257b6d8,2017-12,dining_entertainment,805,excellent,36
C_ID_76029da04d,2017-08,cash_back,573,bad,63
C_ID_76048df8af,2015-07,cash_back,356,bad,45
C_ID_7605c3bb80,2016-11,cash_back,590,bad,41
C_ID_7606757cd2,2016-04,cash_back,621,bad,22
C_ID_76080d7311,2017-08,travel,675,fair,45
C_ID_7609a88ff9,2017-12,cash_back,421,bad,51
C_ID_760a98ff91,2017-12,dining_entertainment,799,excellent,62
C_ID_760b40a31a,2017-08,cash_back,695,good,22
C_ID_760f937847,2016-04,dining_entertainment,653,fair,24
C_ID_761106a0d9,2017-10,travel,757,excellent,61
C_ID_761259d7e4,2016-07,cash_back,497,bad,63
C_ID_761281ccd1,2016-03,cash_back,761,excellent,59
C_ID_7614173985,2017-12,travel,502,bad,60
C_ID_76194615d7,2016-12,dining_entertainment,692,good,61
C_ID_7619988e7d,2017-06,cash_back,783,excellent,88
C_ID_761bef6592,2016-07,dining_entertainment,593,bad,90
C_ID_762150b0fc,2017-05,cash_back,353,bad,30
C_ID_76230c07be,2016-12,cash_back,563,bad,91
C_ID_7623363409,2017-03,cash_back,501,bad,54
C_ID_7624b05494,2017-02,cash_back,472,bad,32
C_ID_76272f66fc,2017-04,cash_back,404,bad,98
C_ID_76286029ac,2016-11,dining_entertainment,842,excellent,38
C_ID_7628fe020d,2017-06,cash_back,710,good,61
C_ID_762b483f2a,2017-11,dining_entertainment,670,fair,34
C_ID_762d0cca92,2017-10,cash_back,807,excellent,28
C_ID_762db0b460,2017-03,cash_back,497,bad,73
C_ID_762e9b3f85,2015-10,dining_entertainment,565,bad,27
C_ID_762fdd752e,2017-02,dining_entertainment,606,bad,26
C_ID_763148e910,2017-04,travel,319,bad,25
C_ID_7631ff1b30,2017-11,travel,679,fair,67
C_ID_763215ecc2,2017-11,cash_back,791,excellent,73
C_ID_763393a4d5,2017-07,cash_back,821,excellent,35
C_ID_7636b1fd17,2016-10,cash_back,711,good,51
C_ID_763728864d,2016-08,travel,796,excellent,39
C_ID_76377d7669,2017-03,travel,417,bad,26
C_ID_763b16936b,2017-07,travel,392,bad,59
C_ID_763b3db03b,2015-12,dining_entertainment,455,bad,24
C_ID_763b4f56e0,2014-09,travel,706,good,45
C_ID_763bb28eef,2017-03,travel,550,bad,90
C_ID_763bd28fec,2015-10,cash_back,352,bad,43
C_ID_763de45c24,2016-08,travel,500,bad,28
C_ID_763e2032f9,2017-04,cash_back,732,excellent,39
C_ID_763f0ef5b8,2016-09,dining_entertainment,411,bad,30
C_ID_763f9ee8ca,2017-02,dining_entertainment,503,bad,65
C_ID_763fc6be92,2017-03,travel,787,excellent,36
C_ID_7640cf4c13,2017-08,travel,510,bad,43
C_ID_76413710c9,2016-12,travel,779,excellent,25
C_ID_7641eaaaa4,2017-03,cash_back,346,bad,54
C_ID_7642842b10,2017-03,cash_back,601,bad,68
C_ID_76449529d8,2017-07,travel,623,bad,93
C_ID_76457110fd,2017-03,cash_back,757,excellent,27
C_ID_7648288e4d,2017-01,dining_entertainment,800,excellent,21
C_ID_76482cba75,2017-02,travel,762,excellent,33
C_ID_76490117aa,2017-03,cash_back,736,excellent,83
C_ID_764a1dd73e,2017-01,travel,332,bad,24
C_ID_764c8c59b5,2017-07,cash_back,759,excellent,27
C_ID_76520a3ac9,2016-12,dining_entertainment,635,fair,53
C_ID_76532d1b00,2017-10,dining_entertainment,526,bad,87
C_ID_765349a225,2017-07,dining_entertainment,302,bad,57
C_ID_7653a22e23,2017-12,cash_back,454,bad,70
C_ID_7653c3735b,2017-03,travel,372,bad,72
C_ID_7656236624,2016-09,travel,797,excellent,71
C_ID_7658451327,2017-01,dining_entertainment,675,fair,86
C_ID_765b2fce24,2017-12,travel,797,excellent,96
C_ID_765b933371,2017-11,dining_entertainment,638,fair,19
C_ID_765cd6f70b,2015-08,travel,729,excellent,20
C_ID_76613976cc,2014-05,cash_back,773,excellent,33
C_ID_7661a51418,2017-07,cash_back,726,excellent,19
C_ID_76633eee70,2017-09,travel,588,bad,71
C_ID_76635e4c14,2017-05,cash_back,638,fair,98
C_ID_76640188b9,2017-04,cash_back,636,fair,22
C_ID_7665581778,2017-03,cash_back,320,bad,22
C_ID_7666735b3d,2017-08,cash_back,820,excellent,59
C_ID_7667d11356,2017-12,cash_back,482,bad,60
C_ID_7668272bf4,2017-03,cash_back,366,bad,35
C_ID_7669616108,2017-09,cash_back,423,bad,49
C_ID_766b4836c1,2017-01,cash_back,831,excellent,33
C_ID_766dd0ef97,2017-11,dining_entertainment,563,bad,48
C_ID_766e9cc11d,2017-12,cash_back,817,excellent,76
C_ID_766f1afd73,2017-10,cash_back,378,bad,18
C_ID_766f9482b6,2017-07,travel,475,bad,32
C_ID_76727586f0,2016-12,cash_back,775,excellent,25
C_ID_76728e516a,2017-01,cash_back,691,good,32
C_ID_7672e7bdda,2016-09,dining_entertainment,605,bad,64
C_ID_76754eefe9,2016-02,cash_back,794,excellent,52
C_ID_76756a0b4f,2016-04,cash_back,473,bad,40
C_ID_76760c1348,2017-07,cash_back,755,excellent,53
C_ID_7677cd5200,2017-03,dining_entertainment,492,bad,39
C_ID_7679504f7c,2015-07,dining_entertainment,478,bad,67
C_ID_7679e14a2c,2017-08,travel,410,bad,91
C_ID_767a446360,2017-03,cash_back,576,bad,52
C_ID_767d7008ff,2017-09,cash_back,501,bad,77
C_ID_767d915c90,2017-10,cash_back,809,excellent,85
C_ID_767f693adf,2017-03,cash_back,641,fair,37
C_ID_76806c6aa7,2017-07,cash_back,525,bad,56
C_ID_76816c6835,2017-08,cash_back,827,excellent,26
C_ID_7686e12344,2014-10,cash_back,641,fair,84
C_ID_7687213c71,2016-08,cash_back,368,bad,29
C_ID_76879d15e9,2017-06,cash_back,652,fair,43
C_ID_7688280404,2016-11,dining_entertainment,757,excellent,100
C_ID_7689a87d75,2017-12,cash_back,753,excellent,86
C_ID_768a00824a,2017-09,cash_back,630,fair,55
C_ID_768a260aa8,2017-10,cash_back,430,bad,48
C_ID_768a62fd67,2016-11,travel,470,bad,26
C_ID_768b192e0e,2016-05,cash_back,380,bad,62
C_ID_768d5ab961,2016-11,cash_back,572,bad,45
C_ID_7691330a56,2017-12,cash_back,690,good,35
C_ID_76950fe0bf,2017-08,cash_back,641,fair,21
C_ID_7695bd32d3,2017-05,cash_back,441,bad,50
C_ID_769630f440,2017-11,cash_back,712,good,54
C_ID_7698bf4292,2017-03,cash_back,755,excellent,21
C_ID_769a164fab,2017-10,cash_back,549,bad,30
C_ID_769a519d31,2017-02,cash_back,704,good,89
C_ID_769baf5578,2017-01,cash_back,310,bad,72
C_ID_769f90bbb0,2015-10,dining_entertainment,659,fair,27
C_ID_76a19c500c,2016-07,cash_back,843,excellent,68
C_ID_76a69da968,2015-07,cash_back,427,bad,41
C_ID_76a7393180,2016-08,dining_entertainment,579,bad,66
C_ID_76a74eed4b,2016-12,dining_entertainment,493,bad,38
C_ID_76a8b776dd,2017-02,cash_back,596,bad,80
C_ID_76aa8ad521,2017-01,dining_entertainment,842,excellent,23
C_ID_76b08dc7ea,2017-10,travel,788,excellent,24
C_ID_76b1641675,2017-11,cash_back,668,fair,63
C_ID_76b31302e4,2016-11,cash_back,480,bad,98
C_ID_76b349b0a9,2017-03,cash_back,651,fair,25
C_ID_76b3dc2c25,2016-11,travel,750,excellent,48
C_ID_76b4febfa3,2017-10,cash_back,617,bad,67
C_ID_76b6098f3a,2017-03,cash_back,302,bad,35
C_ID_76b82de72f,2017-10,cash_back,628,bad,59
C_ID_76b9005932,2017-11,travel,461,bad,99
C_ID_76b9ef4e77,2017-11,cash_back,500,bad,43
C_ID_76bd7346a1,2017-02,travel,644,fair,22
C_ID_76be18020b,2017-12,cash_back,429,bad,31
C_ID_76be195ca1,2017-10,dining_entertainment,450,bad,88
C_ID_76be5b51a0,2017-08,cash_back,397,bad,31
C_ID_76bf5ae3ac,2017-08,cash_back,578,bad,39
C_ID_76bf60656a,2016-04,cash_back,800,excellent,38
C_ID_76bfce0588,2016-11,dining_entertainment,393,bad,82
C_ID_76c24b5875,2017-08,cash_back,700,good,33
C_ID_76c32d3fd9,2014-09,cash_back,815,excellent,34
C_ID_76c5de43e3,2016-07,cash_back,830,excellent,57
C_ID_76c96daf1a,2016-01,travel,672,fair,22
C_ID_76c9a22675,2017-03,cash_back,481,bad,24
C_ID_76c9ad31cf,2016-12,cash_back,371,bad,54
C_ID_76ca8ecde9,2017-04,cash_back,722,excellent,31
C_ID_76d0e415b7,2016-03,travel,837,excellent,88
C_ID_76d2b9dcb8,2017-08,cash_back,538,bad,79
C_ID_76d406d777,2017-03,cash_back,435,bad,41
C_ID_76d6515411,2016-03,cash_back,373,bad,97
C_ID_76d8960333,2016-11,dining_entertainment,816,excellent,43
C_ID_76d957f227,2017-01,dining_entertainment,468,bad,85
C_ID_76dad26e2e,2016-08,cash_back,592,bad,95
C_ID_76dcfe26ca,2017-12,dining_entertainment,588,bad,18
C_ID_76dd7e4057,2017-05,cash_back,623,bad,85
C_ID_76ddaed242,2017-10,travel,494,bad,22
C_ID_76ddfb7a61,2017-05,cash_back,491,bad,77
C_ID_76deee06e4,2015-08,cash_back,411,bad,66
C_ID_76e04a0571,2017-05,cash_back,367,bad,58
C_ID_76e09ec824,2016-03,cash_back,400,bad,59
C_ID_76e0bbb056,2017-10,travel,756,excellent,97
C_ID_76e370e315,2015-05,dining_entertainment,488,bad,22
C_ID_76e4bfa75a,2017-08,cash_back,425,bad,40
C_ID_76e57a3e9a,2017-09,travel,456,bad,62
C_ID_76e7855ac1,2015-04,cash_back,599,bad,28
C_ID_76e7d85c6a,2017-10,travel,825,excellent,55
C_ID_76e88f970f,2016-06,cash_back,302,bad,46
C_ID_76ea7c455a,2017-04,cash_back,727,excellent,43
C_ID_76ec217cce,2017-09,travel,825,excellent,22
C_ID_76f0a34f64,2016-01,cash_back,413,bad,41
C_ID_76f1458885,2016-01,dining_entertainment,385,bad,32
C_ID_76f1e95b10,2017-11,dining_entertainment,481,bad,21
C_ID_76f24fb1dd,2016-07,travel,568,bad,28
C_ID_76f2934406,2017-12,cash_back,539,bad,52
C_ID_76f5a77082,2017-08,cash_back,351,bad,73
C_ID_76f5e9f974,2017-11,cash_back,701,good,28
C_ID_76f75f1250,2016-01,cash_back,528,bad,95
C_ID_76f91e1e12,2016-10,cash_back,366,bad,50
C_ID_76f9795141,2016-06,cash_back,632,fair,63
C_ID_76f9de5811,2017-07,cash_back,461,bad,27
C_ID_76f9ff339e,2016-12,cash_back,789,excellent,53
C_ID_76fb22364f,2017-12,dining_entertainment,776,excellent,27
C_ID_76fbb55142,2017-01,cash_back,475,bad,50
C_ID_76fbcfeaea,2017-07,dining_entertainment,653,fair,36
C_ID_76fe25a85f,2017-10,cash_back,324,bad,63
C_ID_7701776223,2017-05,cash_back,612,bad,52
C_ID_7703ecb844,2017-05,cash_back,625,bad,20
C_ID_7705aa2259,2017-02,dining_entertainment,323,bad,39
C_ID_7706386c06,2017-08,cash_back,308,bad,26
C_ID_770847f623,2017-07,cash_back,429,bad,37
C_ID_770863648a,2017-02,cash_back,496,bad,18
C_ID_770872e1b6,2016-08,dining_entertainment,506,bad,25
C_ID_7708844737,2017-04,dining_entertainment,546,bad,31
C_ID_770bd58658,2016-06,cash_back,764,excellent,19
C_ID_770c64d0fc,2017-04,cash_back,722,excellent,53
C_ID_770c65bd3a,2016-07,cash_back,648,fair,88
C_ID_770ca836c8,2017-02,cash_back,376,bad,38
C_ID_770d7ff2e8,2017-08,cash_back,328,bad,22
C_ID_770eecd405,2017-07,cash_back,583,bad,86
C_ID_7710cf452d,2017-08,cash_back,456,bad,90
C_ID_7711c3f6ba,2017-08,travel,588,bad,72
C_ID_7713c1eb3d,2017-10,cash_back,773,excellent,47
C_ID_7714b6e287,2017-09,cash_back,487,bad,48
C_ID_771584e863,2016-05,cash_back,818,excellent,85
C_ID_7715aebdf9,2017-08,travel,821,excellent,33
C_ID_77168a6fb5,2017-09,cash_back,400,bad,62
C_ID_77179f6bed,2017-07,travel,612,bad,50
C_ID_771d79faf1,2015-09,dining_entertainment,747,excellent,99
C_ID_772384c82b,2015-03,travel,752,excellent,63
C_ID_77241f3b95,2017-03,dining_entertainment,430,bad,35
C_ID_772449bdf9,2015-03,cash_back,459,bad,54
C_ID_77287301b7,2016-11,dining_entertainment,718,good,19
C_ID_772958b840,2017-03,cash_back,458,bad,72
C_ID_772def7879,2017-05,travel,723,excellent,80
C_ID_772e9cbe42,2016-10,travel,314,bad,30
C_ID_772f169273,2017-04,cash_back,409,bad,90
C_ID_77307ce1ed,2017-02,cash_back,324,bad,79
C_ID_77313e8376,2017-12,cash_back,306,bad,25
C_ID_7732e40df2,2016-08,travel,739,excellent,25
C_ID_7733f4c979,2017-10,travel,747,excellent,35
C_ID_773464acd7,2016-08,cash_back,332,bad,41
C_ID_773812b9ef,2017-05,cash_back,788,excellent,27
C_ID_7738754860,2016-09,cash_back,371,bad,67
C_ID_7739044a05,2017-08,cash_back,441,bad,81
C_ID_77399ed33b,2017-11,cash_back,324,bad,93
C_ID_7740d79b7d,2016-05,cash_back,721,excellent,19
C_ID_7740f8783b,2017-07,cash_back,475,bad,45
C_ID_77460f9dc5,2016-01,cash_back,575,bad,18
C_ID_7746f6207b,2017-04,dining_entertainment,777,excellent,85
C_ID_7747a8aea6,2017-01,travel,596,bad,24
C_ID_77497f916f,2017-11,cash_back,329,bad,21
C_ID_774a701cb2,2017-04,cash_back,827,excellent,52
C_ID_775002f280,2017-07,cash_back,707,good,48
C_ID_77520ab21e,2017-05,cash_back,760,excellent,21
C_ID_77531e8e2a,2017-07,cash_back,513,bad,18
C_ID_7757817622,2017-01,cash_back,381,bad,28
C_ID_77580c152e,2017-08,cash_back,822,excellent,18
C_ID_7759d28c69,2017-10,dining_entertainment,373,bad,44
C_ID_775fd7667f,2017-11,cash_back,322,bad,30
C_ID_776560c0c8,2017-07,dining_entertainment,568,bad,61
C_ID_77658d4608,2015-07,cash_back,699,good,20
C_ID_77681eeb7f,2016-12,travel,705,good,23
C_ID_776bc98013,2017-11,travel,403,bad,26
C_ID_776d11359a,2015-12,dining_entertainment,642,fair,32
C_ID_776d3f168f,2017-10,dining_entertainment,384,bad,36
C_ID_776e052705,2015-05,travel,326,bad,21
C_ID_776fd45316,2017-11,cash_back,527,bad,32
C_ID_777249b6fc,2017-06,travel,374,bad,35
C_ID_7772fb5e67,2017-05,travel,354,bad,44
C_ID_7777b15d2f,2017-10,dining_entertainment,848,excellent,65
C_ID_77799daf93,2016-12,cash_back,651,fair,73
C_ID_777a93ef7c,2017-09,cash_back,542,bad,31
C_ID_777c021d68,2017-06,cash_back,494,bad,79
C_ID_77823abdaf,2017-08,dining_entertainment,548,bad,20
C_ID_778454db67,2015-10,cash_back,584,bad,22
C_ID_7784664e07,2017-07,cash_back,439,bad,32
C_ID_778534734d,2017-09,cash_back,770,excellent,33
C_ID_77856d3fa7,2017-10,cash_back,668,fair,95
C_ID_7786d03de6,2016-12,travel,419,bad,37
C_ID_77881e8669,2016-07,cash_back,426,bad,20
C_ID_778abd55b9,2017-04,dining_entertainment,677,fair,38
C_ID_778bf50bb1,2017-11,cash_back,732,excellent,42
C_ID_778d1294d2,2017-02,travel,586,bad,30
C_ID_778d9dc4dc,2016-11,cash_back,776,excellent,36
C_ID_778db2e2b8,2017-07,cash_back,318,bad,32
C_ID_77922a552d,2017-02,cash_back,423,bad,61
C_ID_7792d080c4,2016-11,cash_back,538,bad,32
C_ID_7793601717,2017-06,cash_back,547,bad,68
C_ID_7793bed330,2017-08,cash_back,537,bad,91
C_ID_7794b849ed,2016-11,cash_back,795,excellent,68
C_ID_779b0ad349,2015-11,cash_back,493,bad,37
C_ID_77a15a7cbe,2017-01,cash_back,681,fair,20
C_ID_77a16a59fa,2017-08,cash_back,702,good,44
C_ID_77a18da097,2016-03,cash_back,584,bad,42
C_ID_77a1d822df,2016-07,dining_entertainment,328,bad,76
C_ID_77a3192897,2017-09,cash_back,648,fair,60
C_ID_77a3c60afe,2017-07,cash_back,674,fair,22
C_ID_77a5ccdfd4,2017-05,cash_back,354,bad,50
C_ID_77a74cc88e,2017-06,cash_back,332,bad,21
C_ID_77a84b56c7,2017-01,cash_back,768,excellent,64
C_ID_77a854de21,2017-08,cash_back,307,bad,33
C_ID_77a8a62096,2017-06,cash_back,586,bad,27
C_ID_77aa5bcf29,2017-08,travel,491,bad,48
C_ID_77ac317999,2017-01,cash_back,555,bad,97
C_ID_77ad780aef,2017-05,cash_back,574,bad,79
C_ID_77aeaf752b,2017-06,travel,776,excellent,22
C_ID_77aed2728d,2017-09,cash_back,432,bad,55
C_ID_77b17029f0,2017-06,dining_entertainment,544,bad,91
C_ID_77b6e75026,2017-07,dining_entertainment,456,bad,44
C_ID_77b82b9dba,2017-11,travel,467,bad,22
C_ID_77b97ad967,2017-09,cash_back,411,bad,31
C_ID_77bea8314d,2017-09,cash_back,502,bad,47
C_ID_77c025e984,2016-12,cash_back,479,bad,22
C_ID_77c2459bdf,2017-10,dining_entertainment,659,fair,75
C_ID_77c56e8765,2017-09,cash_back,834,excellent,23
C_ID_77c661e9b7,2017-12,cash_back,757,excellent,35
C_ID_77c765fbd4,2017-12,cash_back,391,bad,19
C_ID_77c7796c23,2017-02,dining_entertainment,339,bad,38
C_ID_77c8c7b7f3,2017-12,dining_entertainment,606,bad,64
C_ID_77cbfd758a,2017-10,cash_back,597,bad,39
C_ID_77cc660d76,2017-09,travel,848,excellent,33
C_ID_77cd2ea6c3,2017-06,dining_entertainment,550,bad,79
C_ID_77cea38ea1,2017-06,cash_back,425,bad,70
C_ID_77cee71c33,2017-11,cash_back,689,fair,27
C_ID_77d0de0883,2017-01,dining_entertainment,504,bad,43
C_ID_77d0e7ac86,2017-10,cash_back,345,bad,56
C_ID_77d2280217,2017-10,cash_back,540,bad,44
C_ID_77d31cf519,2017-12,cash_back,634,fair,26
C_ID_77d39860d4,2016-11,cash_back,649,fair,18
C_ID_77d79ce975,2017-04,travel,454,bad,79
C_ID_77d9e18cd0,2017-11,travel,705,good,18
C_ID_77da714429,2017-05,cash_back,371,bad,40
C_ID_77dbc72211,2016-08,travel,734,excellent,69
