since_first_active_month_parsed_days,reward_int,cardholder_fico_score,Range_int,cardholder_age
2644,1,445,0,26
2948,2,343,0,65
2795,1,336,0,67
4348,0,611,0,20
2795,0,562,0,25
2795,1,773,3,20
2614,1,376,0,97
2826,1,599,0,79
2522,0,760,3,68
2614,0,810,3,31
2856,1,776,3,51
2887,1,530,0,28
2795,1,577,0,48
2705,1,346,0,22
2764,1,838,3,68
3101,1,710,2,41
3406,1,663,1,58
2522,1,840,3,41
2826,0,423,0,77
2795,1,749,3,29
2461,2,379,0,54
3009,0,659,1,44
2552,2,469,0,22
2583,1,639,1,34
2491,1,770,3,53
2491,1,666,1,34
2583,1,490,0,60
2795,1,313,0,35
2795,1,437,0,48
2795,1,700,2,31
3618,1,398,0,75
2736,0,794,3,30
2736,1,369,0,56
2856,2,842,3,48
3375,1,331,0,22
2583,1,693,2,36
2522,1,576,0,60
2583,1,575,0,23
2583,1,504,0,53
2552,2,694,2,46
2917,1,779,3,85
2826,1,596,0,90
2705,1,478,0,21
2522,1,627,0,22
2491,1,503,0,55
3130,1,449,0,22
2979,1,510,0,64
2614,0,366,0,26
2583,1,427,0,62
2764,1,436,0,21
2552,1,472,0,24
2917,0,666,1,40
3801,1,545,0,65
2764,2,336,0,33
2614,0,535,0,30
3557,1,598,0,55
2583,1,725,3,35
2552,1,387,0,62
2522,1,424,0,32
2614,2,700,2,33
2583,1,709,2,57
2461,1,815,3,27
3009,1,645,1,23
2491,0,732,3,19
2917,1,673,1,79
2795,1,663,1,94
2675,1,736,3,77
3740,1,382,0,55
2826,0,327,0,42
2795,1,760,3,31
2795,1,302,0,65
2583,0,556,0,26
2948,0,657,1,32
2491,0,542,0,49
3467,1,467,0,91
2705,1,731,3,39
2705,1,310,0,53
2552,1,515,0,60
2583,1,695,2,52
2644,1,376,0,72
2736,2,334,0,50
2614,0,447,0,45
2887,1,487,0,60
2552,2,401,0,48
3130,2,740,3,25
2675,2,376,0,29
3253,1,470,0,29
2614,1,465,0,32
3192,1,487,0,21
2522,1,781,3,76
2522,1,718,2,72
2614,1,476,0,44
2736,1,702,2,80
2552,2,334,0,21
2552,1,679,1,30
3009,1,564,0,22
2917,2,595,0,21
2522,1,584,0,36
2795,1,759,3,51
2979,1,844,3,21
3406,1,480,0,21
2948,0,331,0,89
2552,1,489,0,52
3222,1,767,3,52
2522,1,600,0,69
2705,1,342,0,48
2522,0,392,0,34
2736,1,312,0,37
2461,2,327,0,49
2764,1,814,3,73
3161,1,723,3,47
2887,1,557,0,41
2552,1,812,3,71
2705,1,805,3,63
3192,1,339,0,53
2461,2,730,3,62
2675,1,707,2,25
2522,1,745,3,28
2583,1,446,0,49
2705,2,755,3,25
3253,0,375,0,60
3375,1,821,3,82
2795,2,344,0,46
3040,1,835,3,28
2675,0,611,0,39
2979,2,810,3,46
2948,1,849,3,27
3040,0,598,0,20
2948,0,656,1,87
2491,1,808,3,68
2583,1,388,0,23
2614,2,367,0,19
3314,1,611,0,33
3648,1,409,0,23
3040,1,703,2,22
2583,0,616,0,44
2522,0,612,0,49
3192,1,801,3,56
2736,0,391,0,59
3040,1,503,0,54
3375,0,525,0,30
2491,1,498,0,79
2705,1,706,2,70
2614,1,476,0,78
3070,1,510,0,35
2552,1,539,0,20
3222,2,440,0,37
2552,1,374,0,72
2736,2,646,1,42
2856,1,648,1,86
2583,0,515,0,99
2675,1,780,3,41
2917,1,706,2,59
2552,2,643,1,21
2917,1,351,0,39
2948,1,350,0,68
2583,1,503,0,85
3495,2,679,1,26
3253,1,569,0,65
2948,1,480,0,35
3345,2,522,0,67
3130,2,420,0,19
2522,2,326,0,94
2705,2,348,0,61
2887,1,388,0,74
2887,2,654,1,88
2979,1,765,3,22
2644,1,691,2,77
2583,2,396,0,80
3130,1,383,0,44
2948,1,572,0,21
2461,0,343,0,53
2705,0,707,2,35
2491,2,322,0,32
2795,0,731,3,35
2705,2,710,2,27
2856,1,601,0,66
2917,0,612,0,29
3130,0,428,0,30
3101,1,487,0,48
2736,1,726,3,98
2917,2,818,3,51
2795,0,560,0,73
2764,1,436,0,54
3192,2,402,0,24
2917,2,749,3,38
2614,1,676,1,30
2552,1,321,0,88
2795,0,450,0,34
2522,1,437,0,68
2795,2,475,0,49
2705,1,380,0,51
3222,2,846,3,27
2614,1,684,1,97
2583,0,720,3,19
2736,2,769,3,91
3040,1,366,0,71
2491,2,832,3,58
2736,2,333,0,20
2917,0,307,0,30
3070,1,625,0,51
2644,2,583,0,63
2552,1,824,3,22
2644,1,746,3,73
3648,1,528,0,64
2491,2,836,3,21
2461,1,387,0,63
2583,1,848,3,24
3710,0,829,3,35
2948,0,639,1,25
2552,1,810,3,36
2522,1,828,3,60
2552,1,580,0,70
2491,1,512,0,23
2675,1,760,3,30
2979,2,834,3,30
2675,2,380,0,33
2736,1,394,0,60
2736,1,833,3,21
2583,0,598,0,30
2614,2,632,1,97
2736,1,659,1,72
2644,1,307,0,20
2675,0,500,0,78
2552,2,537,0,46
2764,1,671,1,69
2614,1,692,2,51
2522,0,401,0,31
2461,1,777,3,42
3070,1,318,0,62
2736,2,739,3,72
2491,2,602,0,66
2795,1,663,1,21
2705,1,553,0,65
2583,2,622,0,37
2764,2,744,3,21
2644,0,585,0,76
2552,0,829,3,22
2887,1,405,0,30
2522,1,323,0,58
2948,1,382,0,25
2948,0,552,0,27
2675,1,725,3,32
2614,2,734,3,65
2614,0,631,1,40
2461,1,333,0,24
3406,0,847,3,31
2491,2,830,3,37
3314,0,590,0,87
2887,2,483,0,19
2826,1,611,0,60
2795,1,447,0,23
2764,0,775,3,39
2979,1,730,3,67
2948,2,465,0,32
2491,0,553,0,39
2583,1,527,0,49
3952,1,602,0,62
2675,0,549,0,33
2675,1,742,3,20
2736,0,333,0,34
2552,1,440,0,49
2795,1,672,1,88
2764,2,746,3,49
2826,1,670,1,43
2736,1,328,0,36
2764,1,501,0,32
2644,1,614,0,56
2979,2,329,0,35
2583,1,500,0,26
2552,1,811,3,49
2948,1,333,0,81
2795,2,353,0,45
2826,0,376,0,37
2461,0,328,0,43
2583,1,507,0,42
2461,2,319,0,47
2856,0,618,0,52
3040,1,566,0,66
2705,1,510,0,24
2644,1,482,0,77
2887,1,561,0,47
2736,1,416,0,53
2491,0,476,0,78
2491,1,346,0,49
3253,1,478,0,19
3253,2,449,0,48
2583,0,703,2,81
2644,1,531,0,59
2644,0,406,0,31
2491,1,381,0,98
2491,2,761,3,39
2826,2,728,3,49
2675,0,806,3,81
3009,1,815,3,30
3101,0,578,0,43
2644,0,449,0,19
2552,1,582,0,50
2948,0,301,0,31
2461,1,583,0,52
2552,2,395,0,19
2826,1,551,0,78
2644,1,406,0,44
2675,1,684,1,87
2644,0,769,3,26
3009,1,677,1,58
2705,2,769,3,36
2552,0,546,0,37
2736,1,432,0,82
2764,0,540,0,32
3130,0,402,0,32
2675,1,584,0,40
3009,1,522,0,78
2675,1,744,3,52
2522,1,630,1,44
2644,1,702,2,29
2614,0,424,0,30
2917,2,482,0,60
2979,1,398,0,48
2614,1,596,0,38
2948,1,422,0,61
2522,0,328,0,26
3406,1,423,0,25
2461,1,823,3,53
2675,1,309,0,55
2583,1,733,3,74
2614,1,381,0,28
2736,2,334,0,35
2675,1,340,0,33
2795,1,511,0,54
2614,1,664,1,25
3009,1,816,3,29
2675,1,369,0,64
3345,1,731,3,19
2705,1,546,0,24
2461,1,457,0,53
2461,1,616,0,32
2826,1,707,2,48
2887,2,683,1,48
2461,0,513,0,36
2917,1,812,3,28
3192,1,641,1,72
2764,1,425,0,20
2705,0,411,0,30
2491,1,334,0,51
2461,1,550,0,60
2795,0,385,0,83
2461,1,332,0,25
2644,0,320,0,36
2644,1,607,0,50
2705,1,469,0,89
2675,2,424,0,28
2522,1,755,3,24
3832,2,573,0,29
2795,1,813,3,64
2644,1,645,1,91
2736,1,816,3,51
2795,1,710,2,48
2583,1,378,0,28
2583,2,768,3,34
2552,1,587,0,79
3314,1,386,0,40
2461,0,617,0,71
2461,2,305,0,45
2491,1,794,3,19
2826,1,330,0,37
2614,1,635,1,61
2583,1,557,0,21
2522,0,382,0,92
2675,2,507,0,55
2736,1,739,3,42
3679,0,692,2,41
2491,1,586,0,31
3406,1,458,0,35
2522,1,697,2,35
3070,1,686,1,51
2583,1,780,3,29
3192,1,702,2,79
2522,1,363,0,50
2917,2,485,0,24
2583,2,680,1,32
2614,0,573,0,42
2491,0,718,2,68
2522,1,589,0,69
2614,2,839,3,48
2644,1,383,0,43
2826,1,602,0,28
3740,1,788,3,43
3345,1,631,1,44
3130,1,682,1,92
2887,0,381,0,37
2522,0,604,0,76
2764,1,429,0,49
2675,1,322,0,24
3345,1,773,3,40
2552,1,670,1,21
2705,1,531,0,78
2552,1,550,0,80
2491,1,656,1,29
2583,0,406,0,41
2522,1,720,3,64
2522,0,471,0,44
2583,2,654,1,38
2917,1,576,0,33
2583,1,550,0,95
2675,0,502,0,64
2826,1,568,0,44
2522,1,700,2,44
2522,2,427,0,36
2491,0,530,0,28
3557,2,571,0,28
2856,1,383,0,50
2948,1,793,3,36
3222,1,436,0,25
2522,2,729,3,63
2614,1,347,0,53
2736,1,529,0,32
2552,1,329,0,28
2583,1,828,3,59
2583,2,661,1,19
2461,1,472,0,58
2826,1,412,0,63
2917,1,735,3,27
2736,0,503,0,65
2705,1,512,0,99
2583,2,491,0,25
2614,1,631,1,25
2614,1,440,0,33
2736,1,713,2,27
2795,1,783,3,43
2552,0,380,0,56
2826,1,675,1,69
3009,0,481,0,63
2614,1,448,0,95
2948,1,597,0,89
2736,1,550,0,60
3161,1,625,0,45
2583,1,317,0,99
2644,0,368,0,33
2522,0,670,1,27
2491,2,649,1,59
2552,2,377,0,61
2826,1,485,0,59
2917,0,477,0,73
2826,1,678,1,36
3101,2,790,3,58
2614,2,744,3,36
2887,0,522,0,45
2491,1,348,0,39
2614,1,460,0,77
2552,0,445,0,48
2583,1,377,0,33
2644,0,516,0,27
2491,1,359,0,75
2736,0,765,3,20
2675,1,826,3,67
2614,2,357,0,25
2736,1,475,0,21
2522,1,523,0,85
2583,0,730,3,84
2795,1,477,0,43
2522,0,531,0,21
2552,0,519,0,29
2552,1,623,0,81
3406,2,743,3,48
2552,1,847,3,52
2917,2,510,0,50
3009,1,323,0,90
2552,1,689,1,62
2583,0,355,0,33
2491,0,350,0,35
3161,0,326,0,47
2764,1,542,0,27
3253,2,667,1,26
2461,1,385,0,39
2644,2,558,0,32
2461,2,387,0,41
3070,1,703,2,64
2736,0,843,3,26
3009,1,340,0,53
2491,1,672,1,82
2583,1,545,0,48
3832,0,694,2,23
2795,1,312,0,24
3040,1,599,0,82
2522,2,703,2,100
2522,1,562,0,70
2491,1,839,3,53
2583,1,559,0,74
2795,0,607,0,64
3009,2,530,0,21
3710,1,346,0,21
3283,1,617,0,31
3222,1,384,0,55
2795,1,517,0,97
2491,1,664,1,66
2552,1,704,2,54
2795,2,804,3,97
2736,2,465,0,37
3222,0,747,3,57
3222,1,463,0,73
2826,2,305,0,29
3009,2,620,0,36
2948,1,694,2,94
3101,2,336,0,46
2491,2,819,3,81
2552,1,729,3,43
2764,0,507,0,99
2491,1,468,0,36
3526,1,719,2,93
2583,1,698,2,44
4166,1,625,0,35
2887,2,705,2,79
2917,0,385,0,47
2917,1,459,0,36
2856,1,463,0,29
2522,1,848,3,20
2552,2,701,2,19
2675,2,539,0,100
2764,1,461,0,35
2675,2,779,3,74
2583,2,760,3,44
3222,0,343,0,19
2675,2,624,0,36
2795,1,336,0,45
2948,1,750,3,44
2856,1,619,0,90
2522,1,844,3,83
2826,1,702,2,19
2614,0,409,0,23
2736,1,578,0,39
3040,1,458,0,82
2887,0,652,1,29
2491,2,569,0,75
2491,0,561,0,18
3222,0,363,0,36
3832,2,722,3,60
2583,1,594,0,41
2736,1,790,3,96
2826,0,691,2,82
3557,2,672,1,39
2764,2,814,3,36
3253,2,420,0,67
3070,2,313,0,60
2583,1,400,0,39
2583,1,436,0,57
3040,1,368,0,48
2795,1,775,3,66
2736,1,420,0,42
3040,2,629,0,36
2522,0,669,1,99
2522,1,538,0,18
2979,1,467,0,33
2705,1,314,0,24
2948,1,631,1,34
2614,1,659,1,39
2795,0,703,2,22
2552,1,602,0,75
2522,1,398,0,21
2948,2,752,3,44
2795,1,827,3,38
3222,2,539,0,31
2614,1,606,0,76
2552,1,585,0,47
2979,1,767,3,44
2826,1,687,1,27
2764,1,400,0,97
2795,1,835,3,28
2583,1,652,1,65
2736,1,379,0,60
2461,1,322,0,35
2887,2,428,0,65
2705,1,333,0,49
3526,0,695,2,45
3648,0,651,1,59
2856,0,579,0,60
3314,1,653,1,46
3345,1,349,0,60
2461,2,714,2,37
3253,1,584,0,52
2491,1,478,0,48
2675,1,674,1,32
2917,2,593,0,72
2795,2,666,1,68
3345,0,722,3,35
2461,1,746,3,38
2491,1,800,3,41
2764,2,384,0,59
2644,0,639,1,26
2979,0,424,0,41
2491,1,561,0,20
2522,1,507,0,44
2705,1,671,1,47
3070,1,415,0,51
3040,1,368,0,77
2644,2,689,1,30
2705,2,729,3,30
2522,2,700,2,48
2522,0,388,0,38
2522,1,829,3,35
2644,2,450,0,31
2552,1,338,0,36
2948,1,300,0,53
2736,1,447,0,51
2522,1,392,0,64
2522,2,812,3,36
2979,1,790,3,30
2764,1,672,1,88
2675,1,811,3,75
2705,1,631,1,57
2522,0,652,1,24
2705,1,824,3,20
2491,1,507,0,23
3009,0,758,3,35
3314,1,335,0,33
2764,1,578,0,63
2764,1,447,0,48
2764,1,454,0,22
2705,1,845,3,46
2583,1,578,0,88
2705,1,805,3,35
3345,2,753,3,22
2552,0,584,0,86
3253,1,795,3,27
2522,1,343,0,62
2887,1,827,3,50
2917,0,436,0,21
2522,1,815,3,64
3161,1,426,0,93
2522,1,618,0,92
2675,1,637,1,22
3283,2,585,0,59
2614,1,411,0,58
2491,2,586,0,63
2764,1,630,1,69
2491,1,824,3,35
2705,1,471,0,27
2614,1,685,1,66
3070,0,823,3,58
2491,1,513,0,40
2887,0,594,0,89
2522,1,813,3,30
2583,1,567,0,91
2705,1,796,3,63
2705,1,348,0,91
2461,1,489,0,29
3648,0,787,3,56
2675,1,631,1,70
2795,1,420,0,27
3375,0,759,3,29
2614,1,590,0,79
2736,2,737,3,20
2675,1,815,3,31
2705,1,337,0,47
3040,1,637,1,27
3130,0,462,0,65
2675,1,649,1,32
2675,0,438,0,52
2948,0,335,0,46
2826,1,333,0,41
3922,2,601,0,30
3253,1,788,3,48
2552,1,564,0,52
2948,1,788,3,27
2644,1,415,0,34
2675,2,425,0,82
2461,1,543,0,40
3314,1,779,3,23
2583,1,520,0,32
2552,1,755,3,62
2644,2,367,0,40
3040,0,349,0,63
2736,2,357,0,22
2764,1,639,1,89
2764,2,636,1,24
2856,1,420,0,26
2552,1,836,3,67
2583,2,406,0,48
2522,1,624,0,50
2705,1,397,0,99
2491,2,559,0,88
3222,1,747,3,37
3009,2,614,0,86
2552,1,572,0,33
2795,2,557,0,100
2583,2,505,0,98
2461,0,669,1,61
2644,2,379,0,41
2522,1,837,3,52
2826,1,626,0,79
2826,0,543,0,66
2491,2,703,2,36
2491,1,307,0,54
3192,0,737,3,46
2948,1,385,0,37
3375,1,576,0,83
2461,0,394,0,52
2491,1,846,3,34
3040,2,704,2,36
2491,2,348,0,58
3009,0,536,0,70
3161,0,487,0,99
2552,1,569,0,93
2552,2,313,0,61
2522,0,459,0,52
2795,1,605,0,35
2764,1,417,0,31
2826,1,552,0,57
2795,1,710,2,26
2491,1,666,1,35
3130,1,697,2,51
2522,2,604,0,44
3192,1,695,2,31
2614,0,375,0,32
2461,1,672,1,59
2583,0,383,0,71
2583,2,845,3,39
3801,1,691,2,21
2491,1,744,3,19
2583,2,503,0,37
2461,1,337,0,19
2675,0,731,3,81
2826,1,582,0,44
3314,0,665,1,38
2552,1,584,0,95
2764,1,792,3,27
2705,1,419,0,84
2491,1,775,3,41
2917,0,611,0,71
2979,1,759,3,47
2795,1,758,3,36
2826,2,462,0,90
2614,1,738,3,61
2614,0,323,0,49
2826,1,506,0,68
3345,2,501,0,42
2461,1,501,0,28
2795,1,303,0,38
2583,0,351,0,63
3009,0,397,0,49
3070,0,637,1,53
3283,2,654,1,31
2705,1,673,1,27
2491,2,678,1,50
2826,1,350,0,30
3161,1,779,3,55
3222,1,711,2,63
2522,1,740,3,33
2826,1,769,3,44
2461,1,766,3,38
3101,1,841,3,62
2461,1,626,0,64
2795,2,807,3,53
3040,1,572,0,75
2826,1,405,0,23
2644,1,360,0,38
3467,1,803,3,58
2917,1,410,0,100
2552,0,304,0,32
2736,1,382,0,96
2979,2,678,1,37
3009,1,515,0,74
2461,1,701,2,19
2552,0,848,3,24
2583,2,351,0,34
2522,1,587,0,78
2736,2,523,0,20
2887,1,676,1,24
2614,2,688,1,29
2461,0,738,3,38
2826,1,684,1,57
3070,2,336,0,42
2764,1,758,3,44
2614,0,688,1,56
2856,1,660,1,77
2522,0,323,0,20
2522,0,504,0,70
3101,2,699,2,77
2491,2,346,0,21
2614,1,381,0,44
2887,1,844,3,90
2856,0,730,3,33
2826,1,514,0,67
3283,1,657,1,51
3070,1,608,0,51
2764,1,829,3,59
2644,0,782,3,37
3832,1,334,0,24
2522,1,434,0,50
2764,1,785,3,26
2583,1,815,3,42
2856,0,807,3,63
2614,1,597,0,30
2614,2,453,0,62
2552,1,789,3,43
2461,2,303,0,41
2522,1,544,0,46
2675,1,462,0,30
3436,1,497,0,94
3070,0,694,2,57
3345,1,653,1,70
2917,0,446,0,36
3253,0,744,3,27
3161,1,502,0,91
2795,1,523,0,37
2644,2,509,0,49
2887,0,428,0,27
2887,1,551,0,57
3009,2,500,0,58
2491,1,589,0,69
2491,1,567,0,38
2705,1,596,0,60
2675,2,407,0,73
2948,2,324,0,35
2795,2,371,0,73
3314,1,735,3,57
2522,0,486,0,66
3314,0,459,0,24
2705,1,620,0,39
3192,1,760,3,19
3101,0,834,3,54
2552,0,782,3,26
3495,2,627,0,74
2614,0,357,0,57
2764,1,751,3,34
3009,1,352,0,60
3130,2,798,3,46
2764,1,628,0,37
2917,1,416,0,19
2461,1,630,1,50
2491,1,330,0,22
2461,2,594,0,43
2644,1,428,0,19
2887,1,622,0,31
2826,0,457,0,41
2705,1,680,1,44
2522,2,782,3,57
3222,0,556,0,48
3253,2,642,1,72
2614,0,826,3,35
2705,2,716,2,53
2917,0,455,0,45
2764,1,494,0,59
2675,1,580,0,23
3101,0,843,3,56
2917,1,689,1,20
3587,2,588,0,93
3526,2,466,0,37
2887,0,709,2,43
2795,1,704,2,86
2736,2,658,1,47
3771,0,562,0,93
2979,1,670,1,63
2764,1,849,3,36
2795,0,516,0,66
2491,2,599,0,48
2522,2,603,0,26
3040,1,775,3,19
2583,1,710,2,56
3192,1,560,0,52
2675,1,780,3,42
2675,2,718,2,46
2461,2,381,0,78
2826,2,755,3,34
2736,1,477,0,64
2491,1,764,3,58
2461,1,304,0,74
3101,2,349,0,46
2461,1,620,0,52
2736,2,804,3,76
2856,2,426,0,100
2522,1,548,0,84
2491,1,696,2,21
2736,1,667,1,29
2705,1,355,0,23
2614,1,378,0,34
3253,0,786,3,68
2979,1,490,0,95
2614,1,806,3,45
2826,1,667,1,25
2461,1,847,3,36
2856,2,752,3,99
2675,1,761,3,78
2705,1,491,0,48
2826,1,420,0,49
2826,1,811,3,19
3101,1,561,0,20
2644,1,568,0,88
3070,0,717,2,37
2522,1,729,3,83
2552,1,384,0,82
2736,0,425,0,34
2644,2,324,0,27
2552,1,812,3,47
2979,1,494,0,91
2552,1,368,0,45
2795,1,519,0,45
2522,2,811,3,78
2736,1,309,0,19
2705,2,702,2,44
2826,1,440,0,79
2644,0,584,0,31
2491,0,418,0,51
2795,1,360,0,23
2826,1,504,0,45
2856,0,652,1,59
2826,2,829,3,35
2583,1,343,0,62
2614,1,484,0,29
2583,0,428,0,33
2644,1,825,3,54
2644,1,663,1,63
2736,1,806,3,88
2795,2,451,0,54
3253,1,818,3,97
2736,1,531,0,66
3070,1,407,0,23
3222,2,849,3,47
3009,1,401,0,83
2675,0,464,0,69
2552,1,433,0,25
2461,2,617,0,43
2675,1,637,1,79
2917,0,402,0,24
2461,1,382,0,98
2979,1,796,3,22
2552,1,437,0,31
2856,0,473,0,20
2614,1,725,3,19
2644,1,437,0,96
2948,1,327,0,88
3710,1,358,0,51
3526,0,366,0,28
2826,0,315,0,42
2614,1,305,0,81
2856,2,813,3,49
2675,1,611,0,47
2705,0,844,3,24
2644,1,535,0,71
2644,1,578,0,33
2795,2,489,0,54
2614,1,383,0,27
2795,1,507,0,65
2614,0,509,0,58
2614,1,749,3,40
2736,1,353,0,23
2644,2,426,0,29
2614,2,485,0,92
2887,0,305,0,65
2705,1,546,0,58
2583,1,476,0,43
2552,2,709,2,21
2491,1,819,3,58
2948,0,511,0,30
2461,1,552,0,69
2856,1,549,0,22
2461,1,551,0,35
2583,1,384,0,57
2736,1,612,0,75
2491,1,738,3,76
2736,1,379,0,61
2491,0,356,0,30
3891,1,691,2,67
2917,0,720,3,32
2795,2,589,0,28
2979,1,750,3,35
2705,1,380,0,100
2491,2,728,3,76
3009,1,410,0,36
2614,1,372,0,36
2736,1,783,3,35
2552,1,658,1,47
2614,2,518,0,97
2461,1,781,3,53
2491,1,386,0,38
2948,0,647,1,48
2522,1,820,3,47
2491,1,656,1,96
2491,1,687,1,59
3070,0,802,3,45
2522,0,334,0,20
2795,1,572,0,93
2887,1,775,3,30
2917,1,565,0,29
2948,1,618,0,41
2887,1,833,3,29
2644,1,329,0,53
2491,1,545,0,97
2491,1,465,0,20
3101,1,642,1,85
2552,1,424,0,58
2552,2,470,0,63
3009,1,766,3,26
3345,1,690,2,65
2887,1,304,0,26
2461,1,474,0,70
2948,1,385,0,29
2764,0,707,2,38
3161,1,836,3,61
2675,1,619,0,98
2705,0,410,0,37
2948,2,488,0,28
2552,0,652,1,87
2614,1,326,0,63
2887,1,590,0,77
2764,0,783,3,35
2795,0,491,0,49
2461,1,771,3,29
2795,2,704,2,81
2522,1,502,0,31
2583,2,476,0,42
2552,1,337,0,33
2491,1,736,3,32
2614,2,638,1,32
2736,1,619,0,65
2979,1,300,0,57
2522,1,635,1,73
2736,1,482,0,61
3283,1,537,0,92
2764,1,402,0,20
2614,1,433,0,59
2461,2,788,3,43
2948,0,309,0,68
2461,1,762,3,46
2826,2,555,0,99
2552,1,338,0,33
2826,1,414,0,41
2583,0,304,0,21
2675,1,645,1,42
2491,2,562,0,47
3467,1,679,1,32
3161,2,827,3,19
2644,0,692,2,34
2736,1,365,0,52
2948,1,560,0,34
2856,1,347,0,25
2522,1,558,0,44
2764,1,388,0,24
2614,0,648,1,43
2614,0,369,0,22
3040,1,642,1,52
2552,1,566,0,69
2795,0,601,0,71
2826,1,714,2,62
2764,0,504,0,40
4378,2,801,3,20
2583,1,735,3,86
3040,1,499,0,64
2522,1,367,0,26
2614,1,577,0,85
2764,1,435,0,52
3283,1,825,3,24
2675,1,475,0,24
2764,2,484,0,19
3192,2,602,0,81
2583,1,529,0,46
2614,0,368,0,44
3345,1,697,2,38
2491,1,303,0,51
2644,1,462,0,33
2614,2,452,0,31
2644,1,562,0,26
2887,1,472,0,59
2795,1,835,3,47
2461,1,338,0,33
2675,0,554,0,32
2522,0,412,0,22
2461,2,495,0,21
2675,2,385,0,21
3009,0,396,0,35
3587,1,656,1,98
3040,1,835,3,36
2764,1,437,0,54
2461,1,444,0,73
2461,0,335,0,59
2644,1,811,3,32
2583,0,411,0,30
2736,1,303,0,49
2917,2,615,0,24
2948,0,352,0,56
2795,0,540,0,19
2614,2,784,3,34
2522,0,485,0,44
2583,1,842,3,20
2583,1,513,0,20
2644,1,399,0,44
2461,2,340,0,19
2614,0,764,3,94
2705,1,482,0,39
2856,1,422,0,22
2644,2,436,0,44
2795,2,556,0,62
3070,1,487,0,31
2614,1,752,3,20
2491,1,359,0,33
2522,0,600,0,59
2614,1,556,0,20
2795,2,649,1,86
2764,0,741,3,76
2491,2,499,0,54
3040,1,409,0,47
2917,0,391,0,47
2491,1,773,3,66
2826,1,329,0,23
3648,0,790,3,27
2856,1,580,0,56
2522,0,589,0,40
2522,1,701,2,39
2887,0,519,0,22
2552,1,484,0,68
2917,1,652,1,41
2826,1,821,3,54
2795,1,328,0,23
2491,1,518,0,89
2461,1,443,0,59
2917,1,670,1,80
2583,1,827,3,51
3557,1,801,3,46
2795,1,728,3,40
3618,2,653,1,59
2522,1,692,2,37
2705,0,531,0,37
2552,1,439,0,18
2675,0,395,0,36
2614,1,312,0,69
2583,1,663,1,34
2522,2,325,0,62
2705,1,826,3,93
2675,1,345,0,68
2644,0,372,0,24
2764,2,766,3,37
2795,1,354,0,57
2552,1,736,3,34
2522,1,707,2,56
2826,2,786,3,33
3040,1,507,0,80
2461,0,400,0,39
3009,1,345,0,31
2552,1,338,0,21
2614,1,791,3,65
2795,1,380,0,45
2675,2,793,3,64
2583,1,509,0,81
3891,1,524,0,38
3436,1,373,0,35
2461,2,815,3,62
3070,1,374,0,42
2856,1,729,3,31
2856,1,623,0,25
2522,1,468,0,89
2705,1,446,0,71
3801,1,440,0,28
2583,1,846,3,47
2917,2,405,0,58
2948,2,433,0,32
2461,1,783,3,64
3009,2,463,0,27
2522,2,562,0,45
2764,2,828,3,26
3314,1,844,3,60
2522,1,622,0,43
2705,0,684,1,61
2917,1,572,0,73
2764,1,389,0,28
2491,0,574,0,60
2644,1,512,0,75
3557,2,395,0,29
2583,2,645,1,21
2826,0,628,0,19
2644,1,513,0,77
3101,1,648,1,67
2887,1,529,0,27
3009,0,303,0,25
2552,0,774,3,44
4225,1,729,3,77
2522,1,304,0,19
2614,0,428,0,39
2522,1,549,0,23
3740,1,382,0,23
2705,1,456,0,33
2522,2,424,0,23
2917,1,749,3,30
2522,1,546,0,46
2826,0,773,3,61
2461,2,311,0,33
3161,1,835,3,27
3130,1,671,1,44
3740,1,535,0,19
3253,1,825,3,36
2795,2,385,0,64
3009,1,377,0,76
2948,1,542,0,24
2552,1,620,0,66
3009,0,787,3,19
2764,0,751,3,52
2644,0,828,3,32
2644,0,474,0,24
2764,1,484,0,38
2552,0,573,0,24
2522,1,611,0,19
3192,1,835,3,36
3161,1,314,0,31
2856,2,386,0,39
2522,1,644,1,78
2491,0,782,3,85
2552,0,450,0,96
2461,0,335,0,30
2887,0,487,0,75
3009,1,699,2,40
2764,1,783,3,33
2856,2,632,1,91
2583,1,442,0,31
2644,1,614,0,64
3009,1,848,3,60
3009,1,664,1,34
2583,1,477,0,51
2522,1,421,0,56
2856,2,631,1,35
3009,1,396,0,78
2705,1,429,0,54
2795,1,723,3,82
2705,1,805,3,97
2887,1,519,0,69
3983,1,765,3,41
2764,2,366,0,26
2675,0,639,1,32
2583,0,793,3,75
2764,1,357,0,32
2522,1,783,3,25
2736,0,643,1,22
2614,1,671,1,36
2887,1,767,3,64
2522,1,352,0,47
2705,2,385,0,46
2461,0,702,2,46
3130,1,338,0,39
2522,1,826,3,23
3192,0,437,0,55
2614,1,637,1,37
2856,0,752,3,31
2614,1,657,1,27
2795,0,530,0,25
3192,1,640,1,47
3587,2,706,2,56
2644,1,699,2,18
2887,1,726,3,51
2675,0,843,3,28
2522,1,460,0,65
2614,0,790,3,84
2491,0,729,3,22
2826,1,718,2,81
2795,1,379,0,19
3130,1,500,0,31
2675,0,581,0,29
2644,1,694,2,47
2705,2,427,0,75
2948,1,828,3,68
2979,2,703,2,32
3192,1,480,0,80
2826,1,520,0,97
2856,0,331,0,35
2583,0,579,0,66
2644,1,650,1,60
2522,1,605,0,46
3192,1,404,0,59
3253,2,431,0,99
3192,1,763,3,35
2979,1,664,1,100
3101,1,378,0,51
